-15	-15	-144.978	-179.24
-15	-14.7	-146.646	-171.372
-15	-14.4	-147.702	-158.086
-15	-14.1	-147.577	-144.054
-15	-13.8	-146.749	-135.237
-15	-13.5	-145.921	-132.483
-15	-13.2	-145.51	-134.77
-15	-12.9	-145.564	-141.238
-15	-12.6	-146.093	-152.636
-15	-12.3	-146.685	-169.498
-15	-12	-146.829	168.523
-15	-11.7	-146.046	147.097
-15	-11.4	-144.843	130.831
-15	-11.1	-143.856	120.826
-15	-10.8	-143.473	116.188
-15	-10.5	-143.89	117.584
-15	-10.2	-145.059	128.148
-15	-9.9	-145.858	154.987
-15	-9.6	-143.641	-172.195
-15	-9.3	-139.712	-153.396
-15	-9	-136.237	-145.398
-15	-8.7	-133.45	-142.215
-15	-8.4	-131.254	-141.248
-15	-8.1	-129.519	-141.417
-15	-7.8	-128.161	-142.213
-15	-7.5	-127.105	-143.341
-15	-7.2	-126.31	-144.655
-15	-6.9	-125.72	-146.023
-15	-6.6	-125.308	-147.365
-15	-6.3	-125.029	-148.617
-15	-6	-124.855	-149.721
-15	-5.7	-124.75	-150.661
-15	-5.4	-124.687	-151.447
-15	-5.1	-124.639	-152.113
-15	-4.8	-124.596	-152.755
-15	-4.5	-124.542	-153.475
-15	-4.2	-124.491	-154.4
-15	-3.9	-124.448	-155.652
-15	-3.6	-124.434	-157.32
-15	-3.3	-124.466	-159.477
-15	-3	-124.564	-162.172
-15	-2.7	-124.735	-165.403
-15	-2.4	-124.991	-169.187
-15	-2.1	-125.321	-173.445
-15	-1.8	-125.727	-178.11
-15	-1.5	-126.186	176.997
-15	-1.2	-126.686	172.102
-15	-0.9	-127.206	167.548
-15	-0.6	-127.731	163.698
-15	-0.3	-128.24	161.03
-15	0	-128.706	159.823
-15	0.3	-129.073	160.45
-15	0.6	-129.284	162.707
-15	0.9	-129.263	166.223
-15	1.2	-128.995	170.136
-15	1.5	-128.521	173.643
-15	1.8	-127.929	176.125
-15	2.1	-127.314	177.434
-15	2.4	-126.751	177.528
-15	2.7	-126.283	176.676
-15	3	-125.936	175.004
-15	3.3	-125.715	172.782
-15	3.6	-125.623	170.172
-15	3.9	-125.655	167.392
-15	4.2	-125.804	164.614
-15	4.5	-126.068	162.068
-15	4.8	-126.442	159.904
-15	5.1	-126.923	158.393
-15	5.4	-127.505	157.655
-15	5.7	-128.179	157.928
-15	6	-128.93	159.32
-15	6.3	-129.735	161.941
-15	6.6	-130.562	165.779
-15	6.9	-131.384	170.725
-15	7.2	-132.18	176.493
-15	7.5	-132.951	-177.163
-15	7.8	-133.727	-170.577
-15	8.1	-134.542	-163.827
-15	8.4	-135.445	-156.92
-15	8.7	-136.458	-149.668
-15	9	-137.583	-141.836
-15	9.3	-138.789	-133.241
-15	9.6	-140.016	-123.932
-15	9.9	-141.194	-114.507
-15	10.2	-142.332	-105.857
-15	10.5	-143.513	-99.4134
-15	10.8	-144.924	-96.3608
-15	11.1	-146.764	-98.7114
-15	11.4	-149.073	-110.248
-15	11.7	-150.85	-136.884
-15	12	-149.795	-170.242
-15	12.3	-147.006	168.578
-15	12.6	-144.503	157.455
-15	12.9	-142.611	150.927
-15	13.2	-141.289	146.429
-15	13.5	-140.403	142.899
-15	13.8	-139.884	139.814
-15	14.1	-139.652	136.947
-15	14.4	-139.649	134.165
-15	14.7	-139.816	131.444
-15	15	-140.104	128.783
-14.7	-15	-143.046	165.205
-14.7	-14.7	-144.946	167.141
-14.7	-14.4	-146.819	173.664
-14.7	-14.1	-148.074	-175.19
-14.7	-13.8	-148.331	-164.13
-14.7	-13.5	-147.911	-158.099
-14.7	-13.2	-147.457	-158.71
-14.7	-12.9	-147.2	-164.906
-14.7	-12.6	-147.161	-176.642
-14.7	-12.3	-146.985	167.677
-14.7	-12	-146.484	149.757
-14.7	-11.7	-145.624	133.683
-14.7	-11.4	-144.814	121.085
-14.7	-11.1	-144.422	112.739
-14.7	-10.8	-144.796	108.744
-14.7	-10.5	-146.338	111.59
-14.7	-10.2	-149.228	131.139
-14.7	-9.9	-148.969	-176.727
-14.7	-9.6	-143.349	-146.495
-14.7	-9.3	-138.584	-137.842
-14.7	-9	-135.08	-135.597
-14.7	-8.7	-132.397	-135.681
-14.7	-8.4	-130.313	-136.736
-14.7	-8.1	-128.677	-138.275
-14.7	-7.8	-127.407	-140.06
-14.7	-7.5	-126.431	-141.955
-14.7	-7.2	-125.714	-143.896
-14.7	-6.9	-125.203	-145.816
-14.7	-6.6	-124.875	-147.67
-14.7	-6.3	-124.687	-149.426
-14.7	-6	-124.613	-151.048
-14.7	-5.7	-124.618	-152.526
-14.7	-5.4	-124.674	-153.869
-14.7	-5.1	-124.752	-155.101
-14.7	-4.8	-124.839	-156.305
-14.7	-4.5	-124.914	-157.567
-14.7	-4.2	-124.987	-159.005
-14.7	-3.9	-125.06	-160.738
-14.7	-3.6	-125.154	-162.867
-14.7	-3.3	-125.286	-165.477
-14.7	-3	-125.479	-168.633
-14.7	-2.7	-125.743	-172.354
-14.7	-2.4	-126.094	-176.686
-14.7	-2.1	-126.527	178.427
-14.7	-1.8	-127.045	173.026
-14.7	-1.5	-127.629	167.278
-14.7	-1.2	-128.27	161.41
-14.7	-0.9	-128.952	155.806
-14.7	-0.6	-129.672	150.907
-14.7	-0.3	-130.423	147.37
-14.7	0	-131.188	145.699
-14.7	0.3	-131.909	146.692
-14.7	0.6	-132.471	150.462
-14.7	0.9	-132.693	156.725
-14.7	1.2	-132.461	163.943
-14.7	1.5	-131.821	170.361
-14.7	1.8	-130.96	174.78
-14.7	2.1	-130.07	177.104
-14.7	2.4	-129.277	177.52
-14.7	2.7	-128.63	176.586
-14.7	3	-128.157	174.572
-14.7	3.3	-127.848	171.869
-14.7	3.6	-127.696	168.694
-14.7	3.9	-127.685	165.322
-14.7	4.2	-127.801	161.968
-14.7	4.5	-128.036	158.923
-14.7	4.8	-128.378	156.386
-14.7	5.1	-128.822	154.706
-14.7	5.4	-129.359	154.048
-14.7	5.7	-129.973	154.716
-14.7	6	-130.635	156.839
-14.7	6.3	-131.308	160.515
-14.7	6.6	-131.942	165.634
-14.7	6.9	-132.498	171.915
-14.7	7.2	-132.962	178.875
-14.7	7.5	-133.351	-173.877
-14.7	7.8	-133.721	-166.681
-14.7	8.1	-134.116	-159.563
-14.7	8.4	-134.58	-152.432
