-15	-15	-130.803	154.825
-15	-14.7	-134.127	143.725
-15	-14.4	-139.154	121.088
-15	-14.1	-143.4	57.7438
-15	-13.8	-138.913	4.17917
-15	-13.5	-135.116	-16.0111
-15	-13.2	-132.931	-28.3284
-15	-12.9	-131.703	-38.5919
-15	-12.6	-131.195	-48.6343
-15	-12.3	-131.187	-59.1932
-15	-12	-131.679	-70.9893
-15	-11.7	-132.554	-84.7781
-15	-11.4	-133.811	-101.841
-15	-11.1	-135.205	-124.055
-15	-10.8	-136.166	-152.992
-15	-10.5	-135.857	174.852
-15	-10.2	-134.319	146.982
-15	-9.9	-132.475	125.86
-15	-9.6	-130.785	109.838
-15	-9.3	-129.458	96.7789
-15	-9	-128.452	85.5723
-15	-8.7	-127.776	75.343
-15	-8.4	-127.368	65.6511
-15	-8.1	-127.198	56.1131
-15	-7.8	-127.217	46.5835
-15	-7.5	-127.362	36.9591
-15	-7.2	-127.596	27.4668
-15	-6.9	-127.864	18.3188
-15	-6.6	-128.165	10.1258
-15	-6.3	-128.496	3.22213
-15	-6	-128.894	-1.86089
-15	-5.7	-129.376	-4.91157
-15	-5.4	-129.953	-5.79153
-15	-5.1	-130.593	-4.52938
-15	-4.8	-131.266	-1.56061
-15	-4.5	-131.919	2.38748
-15	-4.2	-132.587	6.23827
-15	-3.9	-133.35	8.65899
-15	-3.6	-134.357	8.43347
-15	-3.3	-135.74	3.70389
-15	-3	-137.454	-8.7207
-15	-2.7	-138.661	-32.4008
-15	-2.4	-137.797	-61.4932
-15	-2.1	-135.415	-82.0285
-15	-1.8	-133.062	-93.5231
-15	-1.5	-131.218	-99.9804
-15	-1.2	-129.904	-103.826
-15	-0.9	-129.051	-106.196
-15	-0.6	-128.587	-107.681
-15	-0.3	-128.462	-108.564
-15	0	-128.6	-109.096
-15	0.3	-128.949	-109.42
-15	0.6	-129.419	-109.808
-15	0.9	-129.919	-110.527
-15	1.2	-130.342	-111.92
-15	1.5	-130.59	-114.23
-15	1.8	-130.581	-117.53
-15	2.1	-130.32	-121.537
-15	2.4	-129.836	-125.904
-15	2.7	-129.253	-130.22
-15	3	-128.672	-134.341
-15	3.3	-128.199	-138.236
-15	3.6	-127.906	-142.035
-15	3.9	-127.85	-145.926
-15	4.2	-128.057	-150.154
-15	4.5	-128.562	-155.071
-15	4.8	-129.346	-161.094
-15	5.1	-130.397	-168.871
-15	5.4	-131.585	-179.055
-15	5.7	-132.692	167.96
-15	6	-133.394	153.151
-15	6.3	-133.529	139.067
-15	6.6	-133.241	128.438
-15	6.9	-132.813	121.992
-15	7.2	-132.415	119.692
-15	7.5	-132.08	120.464
-15	7.8	-131.76	123.637
-15	8.1	-131.401	127.954
-15	8.4	-130.986	132.368
-15	8.7	-130.556	135.805
-15	9	-130.178	137.646
-15	9.3	-129.913	137.365
-15	9.6	-129.776	134.835
-15	9.9	-129.743	129.635
-15	10.2	-129.705	121.932
-15	10.5	-129.52	111.943
-15	10.8	-129.055	100.884
-15	11.1	-128.292	90.184
-15	11.4	-127.344	81.069
-15	11.7	-126.362	73.955
-15	12	-125.473	68.7858
-15	12.3	-124.744	65.2021
-15	12.6	-124.222	62.9618
-15	12.9	-123.916	61.7341
-15	13.2	-123.845	61.3964
-15	13.5	-124.012	61.7733
-15	13.8	-124.437	62.826
-15	14.1	-125.143	64.5101
-15	14.4	-126.169	66.892
-15	14.7	-127.587	70.1228
-15	15	-129.507	74.6487
-14.7	-15	-133.046	149.724
-14.7	-14.7	-138.148	136.969
-14.7	-14.4	-147.312	82.1512
-14.7	-14.1	-140.931	-6.95164
-14.7	-13.8	-135.461	-24.86
-14.7	-13.5	-132.611	-34.3888
-14.7	-13.2	-131.061	-42.292
-14.7	-12.9	-130.311	-50.0139
-14.7	-12.6	-130.228	-58.2884
